Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,10.762499809265137,11.0,10.762499809265137,10.925000190734863,3.027576208114624,44000
1996-01-02,10.925000190734863,11.026249885559082,10.824999809265137,10.901249885559082,3.02099347114563,34000
1996-01-03,10.901249885559082,11.0,10.899999618530273,11.0,3.0483598709106445,16000
1996-01-04,10.75,10.875,10.75,10.75,2.979078769683838,24000
1996-01-05,10.5,10.75,10.5,10.6875,2.961758613586426,10000
1996-01-08,10.625,10.625,10.399999618530273,10.399999618530273,2.8820855617523193,10000
1996-01-09,10.428750038146973,10.4375,10.401249885559082,10.401249885559082,2.882432460784912,24000
1996-01-10,10.425000190734863,10.425000190734863,10.425000190734863,10.425000190734863,2.8890137672424316,2000
1996-01-11,10.274999618530273,10.282500267028809,10.274999618530273,10.282500267028809,2.8495242595672607,4000
1996-01-12,10.282500267028809,10.327500343322754,10.25,10.251250267028809,2.840864419937134,38000
1996-01-15,10.251250267028809,10.34375,10.287500381469727,10.288749694824219,2.8512556552886963,12000
1996-01-16,10.12874984741211,10.1537504196167,10.12874984741211,10.1537504196167,2.8138434886932373,6000
1996-01-17,10.063750267028809,10.076250076293945,10.063750267028809,10.076250076293945,2.7923665046691895,10000
1996-01-18,9.875,9.949999809265137,9.637499809265137,9.637499809265137,2.670778512954712,10000
1996-01-19,9.637499809265137,9.637499809265137,9.637499809265137,9.637499809265137,2.670778512954712,0
1996-01-22,9.637499809265137,9.875,9.625,9.832500457763672,2.7248175144195557,16000
1996-01-23,9.832500457763672,9.850000381469727,9.776249885559082,9.776249885559082,2.7092299461364746,8000
1996-01-24,9.75,9.875,9.75,9.824999809265137,2.7227401733398438,12000
1996-01-25,9.75,9.824999809265137,9.75,9.774999618530273,2.7088828086853027,16000
1996-01-26,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,2.7088828086853027,0
1996-01-29,9.774999618530273,9.675000190734863,9.550000190734863,9.550000190734863,2.646531581878662,14000
1996-01-30,9.550000190734863,9.875,9.626250267028809,9.626250267028809,2.667661428451538,6000
1996-01-31,9.626250267028809,9.626250267028809,9.626250267028809,9.626250267028809,2.667661428451538,0
1996-02-01,9.875,9.875,9.625,9.625,2.6673147678375244,4000
1996-02-02,9.625,9.699999809265137,9.625,9.699999809265137,2.6880996227264404,14000
1996-02-05,9.8125,9.8125,9.75,9.75,2.7019550800323486,4000
1996-02-06,9.75,9.8125,9.675000190734863,9.8125,2.719275712966919,12000
1996-02-07,9.751250267028809,9.751250267028809,9.75,9.75,2.7019550800323486,8000
1996-02-08,9.75,9.75,9.75,9.75,2.7019550800323486,0
1996-02-09,9.75,10.125,9.699999809265137,9.699999809265137,2.6880996227264404,46000
1996-02-12,9.699999809265137,9.75,9.75,9.75,2.7019550800323486,2000
1996-02-13,9.75,9.75,9.625,9.625,2.6673147678375244,12000
1996-02-14,9.5,10.0,9.5,10.0,2.7712368965148926,12000
1996-02-15,10.0,10.125,10.0,10.0,2.7712368965148926,34000
1996-02-16,10.0,10.149999618530273,10.050000190734863,10.050000190734863,2.78509259223938,46000
1996-02-19,10.050000190734863,9.875,9.800000190734863,9.850000381469727,2.729668140411377,14000
1996-02-20,9.850000381469727,9.975000381469727,9.625,9.6875,2.684636354446411,24000
1996-02-21,9.6875,9.6875,9.6875,9.6875,2.684636354446411,0
1996-02-22,9.75,9.875,9.75,9.875,2.7365963459014893,18000
1996-02-23,9.875,9.875,9.875,9.875,2.7365963459014893,0
1996-02-26,9.875,10.0,9.875,10.0,2.7712368965148926,22000
1996-02-27,10.0,10.125,10.0,10.100000381469727,2.7989487648010254,14000
1996-02-28,9.875,9.875,9.75,9.788749694824219,2.712693691253662,78000
1996-02-29,9.75,9.75,9.625,9.625,2.6673147678375244,4000
1996-03-01,9.625,9.625,9.625,9.625,2.6673147678375244,0
1996-03-04,9.625,9.774999618530273,9.774999618530273,9.774999618530273,2.7088828086853027,4000
1996-03-05,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,2.7088828086853027,0
1996-03-06,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,2.7088828086853027,0
1996-03-07,9.774999618530273,9.75,9.600000381469727,9.675000190734863,2.68117094039917,10000
1996-03-08,9.675000190734863,9.75,9.731249809265137,9.75,2.7019550800323486,8000
1996-03-11,9.675000190734863,9.675000190734863,9.625,9.625,2.6673147678375244,20000
1996-03-12,9.625,9.625,9.25,9.375,2.598034143447876,20000
1996-03-13,9.375,9.375,9.375,9.375,2.598034143447876,0
1996-03-14,9.375,9.5,9.375,9.425000190734863,2.611891031265259,18000
1996-03-15,9.425000190734863,9.425000190734863,9.425000190734863,9.425000190734863,2.611891031265259,0
1996-03-18,9.25,9.25,9.125,9.125,2.5287530422210693,4000
1996-03-19,9.042499542236328,9.132499694824219,9.042499542236328,9.125,2.5287530422210693,30000
1996-03-20,9.125,9.125,9.125,9.125,2.5287530422210693,0
1996-03-21,9.25,9.25,9.225000381469727,9.225000381469727,2.5564653873443604,6000
1996-03-22,9.2787504196167,9.625,9.27750015258789,9.5,2.6326746940612793,54000
1996-03-25,9.5,9.875,9.626250267028809,9.78125,2.710615396499634,12000
1996-03-26,9.78125,9.899999618530273,9.800000190734863,9.829999923706055,2.7241249084472656,22000
1996-03-27,9.75,9.75,9.75,9.75,2.7019550800323486,2000
1996-03-28,9.75,9.75,9.75,9.75,2.7019550800323486,4000
1996-03-29,9.837499618530273,10.0,9.837499618530273,9.925000190734863,2.7504520416259766,14000
1996-04-01,9.925000190734863,10.125,9.925000190734863,10.125,2.8058764934539795,30000
1996-04-02,10.125,10.050000190734863,9.998749732971191,10.03499984741211,2.780935525894165,20000
1996-04-03,9.899999618530273,10.0,9.899999618530273,9.93375015258789,2.7528772354125977,8000
1996-04-04,9.93375015258789,9.93375015258789,9.93375015258789,9.93375015258789,2.7528772354125977,0
1996-04-05,9.93375015258789,9.93375015258789,9.93375015258789,9.93375015258789,2.7528772354125977,0
1996-04-08,9.93375015258789,9.90625,9.625,9.850000381469727,2.729668140411377,20000
1996-04-09,9.850000381469727,9.875,9.774999618530273,9.800000190734863,2.7158117294311523,46000
1996-04-10,9.800000190734863,9.8725004196167,9.699999809265137,9.836250305175781,2.7258574962615967,8000
1996-04-11,9.836250305175781,9.850000381469727,9.850000381469727,9.850000381469727,2.729668140411377,2000
1996-04-12,9.774999618530273,10.050000190734863,9.725000381469727,9.888750076293945,2.7404062747955322,22000
1996-04-15,9.888750076293945,10.050000190734863,9.949999809265137,10.050000190734863,2.78509259223938,22000
1996-04-16,10.050000190734863,10.024999618530273,9.998749732971191,10.0,2.7712368965148926,14000
1996-04-17,10.149999618530273,10.75,10.149999618530273,10.75,2.979078769683838,264000
1996-04-18,10.75,10.774999618530273,10.625,10.675000190734863,2.95829439163208,18000
1996-04-19,10.675000190734863,11.125,10.576250076293945,10.625,2.9444384574890137,40000
1996-04-22,10.625,10.612500190734863,10.449999809265137,10.612500190734863,2.940974473953247,42000
1996-04-23,10.425000190734863,10.449999809265137,10.324999809265137,10.363750457763672,2.872039794921875,54000
1996-04-24,10.5,10.5,10.5,10.5,2.9097979068756104,4000
1996-04-25,10.5,10.574999809265137,10.125,10.137499809265137,2.809340715408325,32000
1996-04-26,10.137499809265137,10.25,10.074999809265137,10.193750381469727,2.824929714202881,24000
1996-04-29,10.193750381469727,10.193750381469727,10.193750381469727,10.193750381469727,2.824929714202881,0
1996-04-30,10.193750381469727,10.143750190734863,10.0,10.095000267028809,2.797563076019287,40000
